"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.640256258E1,3.035011902E-1,-3.091300124E-1,6.847557306E-2,4.385923405E-1
1.641251358E1,3.839837283E-1,-3.991695321E-1,6.779203355E-2,5.580103751E-1
1.642246458E1,3.618520170E-1,-5.375590932E-1,7.092438698E-2,6.518718660E-1
1.643241658E1,2.542313817E-1,-7.352961391E-1,1.930165887E-2,7.782458234E-1
1.644236758E1,8.457354248E-2,-8.329686141E-1,-2.779807252E-1,8.821919744E-1
1.645231858E1,-1.762818575E-2,-8.966570717E-1,-6.113772672E-1,1.085397079E0
1.646226958E1,1.353270820E-1,-9.185408610E-1,-6.382598412E-1,1.126679350E0
1.647222058E1,3.615102473E-1,-9.619856733E-1,-6.165678406E-1,1.198441487E0
1.648217158E1,5.645121261E-1,-1.036761037E0,-5.898185831E-1,1.319633793E0
1.649212258E1,5.638937831E-1,-1.156721928E0,-6.834412766E-1,1.457077141E0
1.650207458E1,4.343074974E-1,-1.025245530E0,-2.336524571E0,2.588261669E0
1.651202558E1,8.429924959E-1,-1.188472309E0,-9.393686432E-1,1.733642473E0
1.652197658E1,1.050714832E0,-1.298107018E0,-9.692672110E-1,1.930948579E0
1.653192758E1,1.124507863E0,-1.247119297E0,-5.481215036E-1,1.766426239E0
1.654187858E1,1.126512581E0,-1.533568545E0,-2.470121169E-1,1.918822051E0
1.655182958E1,1.159804873E0,-1.811202530E0,-2.421443099E-1,2.164309547E0
1.656178058E1,1.248953861E0,-1.932568508E0,-4.088957906E-3,2.301026620E0
1.657173258E1,1.178914889E0,-2.002361459E0,3.047802687E-2,2.323837481E0
1.658168358E1,8.061538678E-1,-2.109094779E0,5.156659484E-3,2.257917500E0
1.659163458E1,5.794035226E-1,-2.096657166E0,-9.150307775E-2,2.177166169E0
1.660158558E1,4.987692493E-1,-2.080130011E0,-6.397193062E-1,2.232700701E0
